gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1951966843	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082435	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas strepera		SPECIES	Mareca strepera (Linnaeus, 1758)	Mareca strepera		NL	Leidschendam - Vogelplas Starrevaart	Zuid-Holland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.05	4.4	5000.0						2014-10-09T00:00:00Z	9	10	2014	9362027	2498151	HUMAN_OBSERVATION		Observations	OBS.89082435				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T00:33:56.910Z		
1951966844	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082746	Animalia	Chordata	Aves	Anseriformes	Anatidae	Alopochen	Alopochen aegyptiaca		SPECIES	Alopochen aegyptiaca (Linnaeus, 1766)	Alopochen aegyptiaca		NL	Chaam - Bleeke Heide	Noord-Brabant		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.45	4.85	5000.0						2014-10-10T00:00:00Z	10	10	2014	2498252	2498252	HUMAN_OBSERVATION		Observations	OBS.89082746				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T15:17:22.502Z		
1951966845	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/890825	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	Persicaria maculosa		SPECIES	Persicaria maculosa Gray	Persicaria maculosa		NL	Twickelerbosch / Kasteel Twickel	Overijssel		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.25	6.7	5000.0						1988-07-01T00:00:00Z	1	7	1988	6391194	6391194	HUMAN_OBSERVATION		Observations	OBS.890825				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T01:12:44.344Z		
1951966846	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082201	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea millefolium		SPECIES	Achillea millefolium L.	Achillea millefolium		NL	Domburg - Strand / Boulevard	Zeeland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.55	3.45	5000.0						2014-10-10T00:00:00Z	10	10	2014	3120060	3120060	HUMAN_OBSERVATION		Observations	OBS.89082201				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T15:04:48.348Z		
1951966847	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082427	Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer montanus		SPECIES	Passer montanus (Linnaeus, 1758)	Passer montanus		NL	Texel - Polder Wassenaar	Noord-Holland		2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	53.15	4.85	5000.0						2014-10-10T00:00:00Z	10	10	2014	5231198	5231198	HUMAN_OBSERVATION		Observations	OBS.89082427				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T21:46:07.557Z		
1951966848	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082718	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	Falco tinnunculus		SPECIES	Falco tinnunculus Linnaeus, 1758	Falco tinnunculus		NL	IJmeerkust - Vijfhoek tot Muiden	Noord-Holland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.3	5.05	5000.0						2014-10-10T00:00:00Z	10	10	2014	9616058	9616058	HUMAN_OBSERVATION		Observations	OBS.89082718				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T18:39:16.058Z		
1951966849	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082456	Animalia	Chordata	Aves	Galliformes	Phasianidae	Phasianus	Phasianus colchicus		SPECIES	Phasianus colchicus Linnaeus, 1758	Phasianus colchicus		NL	Texel - Koogerveld	Noord-Holland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	53.05	4.75	5000.0						2014-10-10T00:00:00Z	10	10	2014	9752149	9752149	HUMAN_OBSERVATION		Observations	OBS.89082456				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T21:57:00.562Z		
1951966850	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082258	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium	Galium aparine		SPECIES	Galium aparine L.	Galium aparine		NL	Domburg - Strand / Boulevard	Zeeland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.55	3.45	5000.0						2014-10-10T00:00:00Z	10	10	2014	2913548	2913548	HUMAN_OBSERVATION		Observations	OBS.89082258				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T20:44:55.546Z		
1951966851	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082212	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Saponaria	Saponaria officinalis		SPECIES	Saponaria officinalis L.	Saponaria officinalis		NL	Domburg - Strand / Boulevard	Zeeland		26	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.55	3.45	5000.0						2014-10-10T00:00:00Z	10	10	2014	3085360	3085360	HUMAN_OBSERVATION		Observations	OBS.89082212				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T02:27:52.991Z		
1951966852	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082502	Animalia	Chordata	Aves	Passeriformes	Aegithalidae	Aegithalos	Aegithalos caudatus		SPECIES	Aegithalos caudatus (Linnaeus, 1758)	Aegithalos caudatus		NL	Alkmaar - De Hoef	Noord-Holland		4	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.6	4.7	5000.0						2014-10-09T00:00:00Z	9	10	2014	2495000	2495000	HUMAN_OBSERVATION		Observations	OBS.89082502				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T15:11:35.338Z		
1951966853	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082422	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Erithacus	Erithacus rubecula		SPECIES	Erithacus rubecula (Linnaeus, 1758)	Erithacus rubecula		NL	Texel - Robbenjager	Noord-Holland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	53.15	4.85	5000.0						2014-10-10T00:00:00Z	10	10	2014	2492462	2492462	HUMAN_OBSERVATION		Observations	OBS.89082422				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T18:51:06.494Z		
1951966854	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082644	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Gobio	Gobio gobio		SPECIES	Gobio gobio (Linnaeus, 1758)	Gobio gobio		NL	Kampina	Noord-Brabant		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.55	5.25	5000.0						2014-10-10T00:00:00Z	10	10	2014	4409628	4409628	HUMAN_OBSERVATION		Observations	OBS.89082644				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T20:58:08.764Z		
1951966855	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082230	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex arenaria		SPECIES	Carex arenaria L.	Carex arenaria		NL	Domburg - Strand / Boulevard	Zeeland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.55	3.45	5000.0						2014-10-10T00:00:00Z	10	10	2014	2721897	2721897	HUMAN_OBSERVATION		Observations	OBS.89082230				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T17:02:15.270Z		
1951966856	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082413	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Tachybaptus	Tachybaptus ruficollis		SPECIES	Tachybaptus ruficollis (Pallas, 1764)	Tachybaptus ruficollis		NL	Texel - Robbenjager	Noord-Holland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	53.15	4.85	5000.0						2014-10-10T00:00:00Z	10	10	2014	2482048	2482048	HUMAN_OBSERVATION		Observations	OBS.89082413				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T23:44:49.195Z		
1951966857	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082649	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Zootoca	Zootoca vivipara		SPECIES	Zootoca vivipara (Lichtenstein, 1823)	Zootoca vivipara		NL	Boxtel - Beerze Koevoortseweg	Noord-Brabant		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.55	5.25	5000.0						2014-10-10T00:00:00Z	10	10	2014	9702100	9702100	HUMAN_OBSERVATION		Observations	OBS.89082649				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T02:32:47.811Z		
1951966858	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89081980	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pandemis	Pandemis cerasana		SPECIES	Pandemis cerasana (Hubner, 1786)	Pandemis cerasana		NL	Groningen - Reitdiep	Groningen		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	53.2	6.5	5000.0						2013-07-12T00:00:00Z	12	7	2013	1743828	1743828	HUMAN_OBSERVATION		Observations	OBS.89081980				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T00:51:33.313Z		
1951966859	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082260	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ballota	Ballota nigra	meridionalis	SUBSPECIES	Ballota nigra subsp. meridionalis (Bég.) Bég.	Ballota nigra subsp. meridionalis		NL	Domburg - Strand / Boulevard	Zeeland		51	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.55	3.45	5000.0						2014-10-10T00:00:00Z	10	10	2014	7411167	2926894	HUMAN_OBSERVATION		Observations	OBS.89082260				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T16:34:53.598Z		
1951966860	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082332	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Sympetrum	Sympetrum striolatum		SPECIES	Sympetrum striolatum Charpentier, 1840	Sympetrum striolatum		NL	Strijbeek - Strijbeeksche Heide	Noord-Brabant		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.5	4.8	5000.0						2014-10-10T00:00:00Z	10	10	2014	1428345	1428345	HUMAN_OBSERVATION		Observations	OBS.89082332				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T01:40:35.865Z		
1951966861	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082310	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas penelope		SPECIES	Mareca penelope (Linnaeus, 1758)	Mareca penelope		NL	Welsum - Katerstee	Overijssel		70	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.3	6.05	5000.0						2014-10-10T00:00:00Z	10	10	2014	8000602	2498111	HUMAN_OBSERVATION		Observations	OBS.89082310				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T00:32:24.047Z		
1951966862	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082374	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Oenanthe	Oenanthe oenanthe		SPECIES	Oenanthe oenanthe (Linnaeus, 1758)	Oenanthe oenanthe		NL	Texel - De Cocksdorp - haven en wad	Noord-Holland		2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	53.15	4.85	5000.0						2014-10-10T00:00:00Z	10	10	2014	5231240	5231240	HUMAN_OBSERVATION		Observations	OBS.89082374				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T21:22:14.860Z		
1951966863	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082506	Animalia	Chordata	Aves	Passeriformes	Prunellidae	Prunella	Prunella modularis		SPECIES	Prunella modularis (Linnaeus, 1758)	Prunella modularis		NL	Alkmaar - De Hoef	Noord-Holland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.6	4.7	5000.0						2014-10-09T00:00:00Z	9	10	2014	5231763	5231763	HUMAN_OBSERVATION		Observations	OBS.89082506				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T22:36:46.267Z		
1951966864	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082202	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium arvense		SPECIES	Cerastium arvense L.	Cerastium arvense		NL	Domburg - Strand / Boulevard	Zeeland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.55	3.45	5000.0						2014-10-10T00:00:00Z	10	10	2014	3085433	3085433	HUMAN_OBSERVATION		Observations	OBS.89082202				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T17:55:58.718Z		
1951966865	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082334	Animalia	Arthropoda	Insecta	Diptera	Agromyzidae	Amauromyza	Amauromyza verbasci		SPECIES	Amauromyza verbasci (Bouche, 1847)	Amauromyza verbasci		NL	Buitenpost - Botanische Tuin de Kruidhof	Friesland		3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	53.25	6.1	5000.0						2014-10-10T00:00:00Z	10	10	2014	1554160	1554160	HUMAN_OBSERVATION		Observations	OBS.89082334				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T15:34:03.687Z		
1951966866	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082690	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	Clavulinopsis helvola		SPECIES	Clavulinopsis helvola (Pers.) Corner	Clavulinopsis helvola sl, incl. laeticolor		NL	Losser - Arboretum Poortbulten	Overijssel		2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.3	6.95	5000.0						2014-10-10T00:00:00Z	10	10	2014	9117445	9117445	HUMAN_OBSERVATION		Observations	OBS.89082690				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T18:18:41.804Z		
1951966867	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082588	Animalia	Chordata	Aves	Charadriiformes	Recurvirostridae	Recurvirostra	Recurvirostra avosetta		SPECIES	Recurvirostra avosetta Linnaeus, 1758	Recurvirostra avosetta		NL	Texel - Ottersaat	Noord-Holland		18	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	53.05	4.85	5000.0						2014-10-10T00:00:00Z	10	10	2014	2480259	2480259	HUMAN_OBSERVATION		Observations	OBS.89082588				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T02:40:15.543Z		
1951966868	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082555	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus philomelos		SPECIES	Turdus philomelos C.L.Brehm, 1831	Turdus philomelos		NL	Bilthoven	Utrecht		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.1	5.15	5000.0						2014-10-10T00:00:00Z	10	10	2014	7901064	7901064	HUMAN_OBSERVATION		Observations	OBS.89082555				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T03:45:59.921Z		
1951966869	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082040	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Issoria	Issoria lathonia		SPECIES	Issoria lathonia (Linnaeus, 1758)	Issoria lathonia		NL	Weert - Telpost Loozerheide, Boshoverheide	Limburg		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.2	5.6	5000.0						2014-09-27T00:00:00Z	27	9	2014	1905383	1905383	HUMAN_OBSERVATION		Observations	OBS.89082040				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T21:47:49.239Z		
1951966870	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082296	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	Cygnus olor		SPECIES	Cygnus olor (Gmelin, 1789)	Cygnus olor		NL	Veessen - Welsumerwaard noord	Gelderland		10	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.35	6.05	5000.0						2014-10-10T00:00:00Z	10	10	2014	2498343	2498343	HUMAN_OBSERVATION		Observations	OBS.89082296				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T19:11:43.123Z		
1951966871	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082639	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	Lycaena phlaeas		SPECIES	Lycaena phlaeas (Linnaeus, 1761)	Lycaena phlaeas		NL	Orvelterzand	Drenthe		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.85	6.65	5000.0						2014-10-10T00:00:00Z	10	10	2014	1929697	1929697	HUMAN_OBSERVATION		Observations	OBS.89082639				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T00:25:45.577Z		
1951966872	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082638	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	Lycaena phlaeas		SPECIES	Lycaena phlaeas (Linnaeus, 1761)	Lycaena phlaeas		NL	Orvelterzand	Drenthe		2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.85	6.65	5000.0						2014-10-10T00:00:00Z	10	10	2014	1929697	1929697	HUMAN_OBSERVATION		Observations	OBS.89082638				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T00:25:44.369Z		
1951966873	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082423	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo buteo		SPECIES	Buteo buteo (Linnaeus, 1758)	Buteo buteo		NL	Texel - Koogerveld	Noord-Holland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	53.05	4.75	5000.0						2014-10-10T00:00:00Z	10	10	2014	2480537	2480537	HUMAN_OBSERVATION		Observations	OBS.89082423				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T17:01:40.280Z		
1951966874	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082298	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas strepera		SPECIES	Mareca strepera (Linnaeus, 1758)	Mareca strepera		NL	Veessen - Welsumerwaard noord	Gelderland		100	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.35	6.05	5000.0						2014-10-10T00:00:00Z	10	10	2014	9362027	2498151	HUMAN_OBSERVATION		Observations	OBS.89082298				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T00:33:57.146Z		
1951966875	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082407	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax carbo		SPECIES	Phalacrocorax carbo (Linnaeus, 1758)	Phalacrocorax carbo		NL	Hardenberg - Vecht tussen Europaweg en Sumpelpad	Overijssel		4	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.55	6.6	5000.0						2014-10-10T00:00:00Z	10	10	2014	2481890	2481890	HUMAN_OBSERVATION		Observations	OBS.89082407				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T23:35:04.615Z		
1951966876	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89083023	Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer montanus		SPECIES	Passer montanus (Linnaeus, 1758)	Passer montanus		NL	Texel - Robbenjager	Noord-Holland		10	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	53.15	4.85	5000.0						2014-10-10T00:00:00Z	10	10	2014	5231198	5231198	HUMAN_OBSERVATION		Observations	OBS.89083023				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T21:46:08.819Z		
1951966877	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082211	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum	Thalictrum minus		SPECIES	Thalictrum minus L.	Thalictrum minus		NL	Domburg - Strand / Boulevard	Zeeland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.55	3.45	5000.0						2014-10-10T00:00:00Z	10	10	2014	3033129	3033129	HUMAN_OBSERVATION		Observations	OBS.89082211				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T23:49:01.605Z		
1951966878	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082428	Animalia	Chordata	Aves	Passeriformes	Corvidae	Pica	Pica pica		SPECIES	Pica pica (Linnaeus, 1758)	Pica pica		NL	Texel - Reddingsboothuis	Noord-Holland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	53.15	4.85	5000.0						2014-10-10T00:00:00Z	10	10	2014	5229490	5229490	HUMAN_OBSERVATION		Observations	OBS.89082428				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T01:27:01.501Z		
1951966879	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082170	Animalia	Chordata	Aves	Charadriiformes	Recurvirostridae	Recurvirostra	Recurvirostra avosetta		SPECIES	Recurvirostra avosetta Linnaeus, 1758	Recurvirostra avosetta		NL	Westkapelle - Noordervroon midden	Zeeland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.5	3.4	5000.0						2014-10-10T00:00:00Z	10	10	2014	2480259	2480259	HUMAN_OBSERVATION		Observations	OBS.89082170				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T02:40:18.310Z		
1951966880	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082294	Animalia	Chordata	Aves	Passeriformes	Paridae	Parus	Parus major		SPECIES	Parus major Linnaeus, 1758	Parus major		NL	Veessen - Welsumerwaard noord	Gelderland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.35	6.05	5000.0						2014-10-10T00:00:00Z	10	10	2014	9705453	9705453	HUMAN_OBSERVATION		Observations	OBS.89082294				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T00:57:14.310Z		
1951966881	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082288	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Capreolus	Capreolus capreolus		SPECIES	Capreolus capreolus (Linnaeus, 1758)	Capreolus capreolus		NL	Meijendel - Pompstation e.o.	Zuid-Holland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.1	4.3	5000.0						2014-10-10T00:00:00Z	10	10	2014	5220126	5220126	HUMAN_OBSERVATION		Observations	OBS.89082288				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T17:14:58.689Z		
1951966882	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082512	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala	Bucephala albeola		SPECIES	Bucephala albeola (Linnaeus, 1758)	Bucephala albeola		NL	Noorderdijkweg - Dijkgatsweide	Noord-Holland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.85	5.05	5000.0						2014-10-10T00:00:00Z	10	10	2014	2498329	2498329	HUMAN_OBSERVATION		Observations	OBS.89082512				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T16:21:19.974Z		
1951966883	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89081978	Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Crocidura	Crocidura russula		SPECIES	Crocidura russula (Hermann, 1780)	Crocidura russula		NL	Den Haag - Benoordenhout	Zuid-Holland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.05	4.3	5000.0						2014-10-07T00:00:00Z	7	10	2014	2435654	2435654	HUMAN_OBSERVATION		Observations	OBS.89081978				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T18:06:22.246Z		
1951966884	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082229	Plantae	Tracheophyta	Magnoliopsida	Rosales	Elaeagnaceae	Hippophae	Hippophae rhamnoides		SPECIES	Hippophae rhamnoides L.	Hippophae rhamnoides		NL	Domburg - Strand / Boulevard	Zeeland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.55	3.45	5000.0						2014-10-10T00:00:00Z	10	10	2014	3039285	3039285	HUMAN_OBSERVATION		Observations	OBS.89082229				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T20:05:31.309Z		
1951966885	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082546	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Vanessa	Vanessa atalanta		SPECIES	Vanessa atalanta (Linnaeus, 1758)	Vanessa atalanta		NL	Meijel - voormalige gemeente	Limburg		7	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.3	5.85	5000.0						2014-10-10T00:00:00Z	10	10	2014	1898286	1898286	HUMAN_OBSERVATION		Observations	OBS.89082546				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T00:26:22.549Z		
1951966886	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082866	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	Cygnus olor		SPECIES	Cygnus olor (Gmelin, 1789)	Cygnus olor		NL	Ameland (gemeente) 	Friesland		2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	53.4	5.7	5000.0						2014-10-10T00:00:00Z	10	10	2014	2498343	2498343	HUMAN_OBSERVATION		Observations	OBS.89082866				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-20T19:11:44.323Z		
1951966887	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082518	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Vanessa	Vanessa atalanta		SPECIES	Vanessa atalanta (Linnaeus, 1758)	Vanessa atalanta		NL	De Horst - dorp	Gelderland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	51.75	5.95	5000.0						2014-10-10T00:00:00Z	10	10	2014	1898286	1898286	HUMAN_OBSERVATION		Observations	OBS.89082518				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T00:26:22.438Z		
1951966888	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/89082531	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	Pararge aegeria		SPECIES	Pararge aegeria (Linnaeus, 1758)	Pararge aegeria		NL	Lochem - Velhorst	Gelderland		1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	52.1	6.3	5000.0						2014-10-10T00:00:00Z	10	10	2014	8049830	8049830	HUMAN_OBSERVATION		Observations	OBS.89082531				CC_BY_NC_4_0	Stichting Natuurinformatie				2019-09-21T00:54:46.893Z		
